Game,Release date,Price,Owners,Developer(s),Publisher(s),Owners_min,Owners_max,Owners_min_text,Owners_max_text
Bigscreen Beta,2016-04-28,0.0,"500,000 .. 1,000,000","Bigscreen, Inc.","Bigscreen, Inc.",5.00E+05,1.00E+06,500.0K,1.0M
Supraball,2019-02-08,0.0,"500,000 .. 1,000,000",Supra Games,Supra Games,5.00E+05,1.00E+06,500.0K,1.0M
Armored Warfare,2015-10-08,0.0,"500,000 .. 1,000,000","Obsidian Entertainment, Wishlist Games",Wishlist Games,5.00E+05,1.00E+06,500.0K,1.0M
8BitMMO,2015-01-26,0.0,"500,000 .. 1,000,000",Archive Entertainment,Archive Entertainment,5.00E+05,1.00E+06,500.0K,1.0M
Mabinogi,2012-12-06,0.0,"500,000 .. 1,000,000",NEXON Korea Corp.,Nexon America Inc.,5.00E+05,1.00E+06,500.0K,1.0M
Infinity Wars: Animated Trading Card Game,2014-09-05,0.0,"500,000 .. 1,000,000",Lightmare Studios,"Lightmare Studios, Yodo1 Games",5.00E+05,1.00E+06,500.0K,1.0M
A.V.A,2022-08-23,0.0,"500,000 .. 1,000,000",NEOWIZ,NEOWIZ,5.00E+05,1.00E+06,500.0K,1.0M
Operation: Harsh Doorstop,2023-02-15,0.0,"500,000 .. 1,000,000",Drakeling Labs,Drakeling Labs,5.00E+05,1.00E+06,500.0K,1.0M
FrostRunner,2019-01-01,0.0,"500,000 .. 1,000,000",Think Arcade,SMU Guildhall,5.00E+05,1.00E+06,500.0K,1.0M
Cubic Castles,2014-08-13,0.0,"500,000 .. 1,000,000",Cosmic Cow LLC,Cosmic Cow LLC,5.00E+05,1.00E+06,500.0K,1.0M
Totally Reliable Delivery Service Beta,2019-06-24,,"500,000 .. 1,000,000",We're Five Games,tinyBuild,5.00E+05,1.00E+06,500.0K,1.0M
Never Split the Party,2018-09-14,0.0,"500,000 .. 1,000,000",Legend Studio,Legend Studio,5.00E+05,1.00E+06,500.0K,1.0M
Wasteland Survival,2019-06-03,0.0,"500,000 .. 1,000,000","Joyloft Co., Limited","Joyloft Co., Limited",5.00E+05,1.00E+06,500.0K,1.0M
League of Maidens,2021-02-25,0.0,"500,000 .. 1,000,000",Maiden Gaming Inc.,Maiden Gaming Inc.,5.00E+05,1.00E+06,500.0K,1.0M
The Pirate: Caribbean Hunt,2016-08-24,0.0,"500,000 .. 1,000,000",Home Net Games,Home Net Games,5.00E+05,1.00E+06,500.0K,1.0M
Closers,2018-02-06,0.0,"500,000 .. 1,000,000",Naddic Games,Naddic Games,5.00E+05,1.00E+06,500.0K,1.0M
Islands of Nyne: Battle Royale,2018-07-12,0.0,"500,000 .. 1,000,000",Define Human Studios,Define Human Studios,5.00E+05,1.00E+06,500.0K,1.0M
Quake II RTX,2019-06-06,0.0,"500,000 .. 1,000,000",Lightspeed Studios™,NVIDIA,5.00E+05,1.00E+06,500.0K,1.0M
Kritika:REBOOT,2019-11-11,,"500,000 .. 1,000,000","ALLM Co., Ltd.","ALLM Co., Ltd.",5.00E+05,1.00E+06,500.0K,1.0M
Of Guards And Thieves,2016-12-07,0.0,"500,000 .. 1,000,000","Subvert Games, Polygon Moon","Subvert Games, Polygon Moon",5.00E+05,1.00E+06,500.0K,1.0M
Ninja Kiwi Archive,2020-07-08,0.0,"500,000 .. 1,000,000",Ninja Kiwi,Ninja Kiwi,5.00E+05,1.00E+06,500.0K,1.0M
ZULA LatinoAmerica,2018-01-12,0.0,"500,000 .. 1,000,000",Madbyte Games,Madbyte Games,5.00E+05,1.00E+06,500.0K,1.0M
TOXIKK,2016-09-10,0.0,"500,000 .. 1,000,000",Reakktor Studios,Schwiezer System GmbH,5.00E+05,1.00E+06,500.0K,1.0M
Time Clickers,2015-07-23,0.0,"500,000 .. 1,000,000",Proton Studio Inc,,5.00E+05,1.00E+06,500.0K,1.0M
XERA: Survival,2021-09-26,0.0,"500,000 .. 1,000,000",Spotted Kiwi Interactive,Spotted Kiwi Interactive,5.00E+05,1.00E+06,500.0K,1.0M
Devolverland Expo,2020-07-11,0.0,"500,000 .. 1,000,000",Flying Wild Hog,Devolver Digital,5.00E+05,1.00E+06,500.0K,1.0M
UNDEFEATED,2019-08-02,0.0,"500,000 .. 1,000,000",UNDEFEATED Games,Vantan Game Academy,5.00E+05,1.00E+06,500.0K,1.0M
Endless Sky,2015-10-30,0.0,"500,000 .. 1,000,000",Michael Zahniser,Michael Zahniser,5.00E+05,1.00E+06,500.0K,1.0M
Book of Yog Idle RPG,2022-07-29,0.0,"500,000 .. 1,000,000",元气工作室,元气工作室,5.00E+05,1.00E+06,500.0K,1.0M
Slapshot: Rebound,2020-12-07,0.0,"500,000 .. 1,000,000",Oddshot Games,Oddshot Games,5.00E+05,1.00E+06,500.0K,1.0M
Battlerite Royale,2018-09-26,0.0,"500,000 .. 1,000,000",Stunlock Studios,Stunlock Studios,5.00E+05,1.00E+06,500.0K,1.0M
SuchArt: Creative Space,2021-01-21,0.0,"500,000 .. 1,000,000",Goose Minded,HypeTrain Digital,5.00E+05,1.00E+06,500.0K,1.0M
Zombie Panic! Source,2007-12-28,0.0,"500,000 .. 1,000,000",Zombie Panic! Team,Zombie Panic! Team,5.00E+05,1.00E+06,500.0K,1.0M
"Warhammer 40,000: Eternal Crusade",2016-09-23,,"500,000 .. 1,000,000",Behaviour Interactive Inc.,Behaviour Interactive Inc.,5.00E+05,1.00E+06,500.0K,1.0M
SAS: Zombie Assault 4,2017-10-16,0.0,"500,000 .. 1,000,000",Ninja Kiwi,Ninja Kiwi,5.00E+05,1.00E+06,500.0K,1.0M
Real Pool 3D - Poolians,2019-12-15,0.0,"500,000 .. 1,000,000",Poolians.com,ThankGame.com,5.00E+05,1.00E+06,500.0K,1.0M
BLEACH Brave Souls,2020-08-17,0.0,"500,000 .. 1,000,000",KLab Inc.,KLab Inc.,5.00E+05,1.00E+06,500.0K,1.0M
Bombergrounds: Battle Royale,2022-10-06,0.0,"500,000 .. 1,000,000",Gigantic Duck Games,Gigantic Duck Games,5.00E+05,1.00E+06,500.0K,1.0M
Learn to Fly 3,2016-02-19,0.0,"500,000 .. 1,000,000",Light Bringer Games inc.,Light Bringer Games inc.,5.00E+05,1.00E+06,500.0K,1.0M
TheDawn,2020-12-11,0.0,"500,000 .. 1,000,000",LIMITED,LIMITED,5.00E+05,1.00E+06,500.0K,1.0M
Cyber Hunter,2020-06-18,0.0,"500,000 .. 1,000,000",NetEase Games,NetEase Games,5.00E+05,1.00E+06,500.0K,1.0M
Pixel Strike 3D,2020-05-29,0.0,"500,000 .. 1,000,000",Vulcron,Vulcron,5.00E+05,1.00E+06,500.0K,1.0M
BLOCKADE,2014-11-05,0.0,"500,000 .. 1,000,000",Novalink,Novalink,5.00E+05,1.00E+06,500.0K,1.0M
Transmissions: Element 120,2016-06-16,0.0,"500,000 .. 1,000,000","Shokunin, Thomas M. Visser, Vincent Thiele",Self Published,5.00E+05,1.00E+06,500.0K,1.0M
Hired Ops,2021-04-13,0.0,"500,000 .. 1,000,000",Absolut Soft LLC,8floor,5.00E+05,1.00E+06,500.0K,1.0M
Paunch,2019-12-04,0.0,"500,000 .. 1,000,000",Kozhakov,Kozhakov,5.00E+05,1.00E+06,500.0K,1.0M
Drunken Wrestlers 2,2019-04-01,0.0,"500,000 .. 1,000,000",Oleg Skutte,Gamegrustudio,5.00E+05,1.00E+06,500.0K,1.0M
DDraceNetwork,2020-08-17,0.0,"500,000 .. 1,000,000",DDNet Team,DDNet Team,5.00E+05,1.00E+06,500.0K,1.0M
Eternal Senia,2015-06-18,0.0,"500,000 .. 1,000,000",Sanctum Games,Sanctum Games,5.00E+05,1.00E+06,500.0K,1.0M
POLYGON: Multiplayer Shooter,2020-03-06,0.0,"500,000 .. 1,000,000",Redaster Studio,Redaster Studio,5.00E+05,1.00E+06,500.0K,1.0M
STAR WARS - Dark Forces,1995-02-15,5.99,"500,000 .. 1,000,000",LucasArts,"LucasArts, Lucasfilm, Disney",5.00E+05,1.00E+06,500.0K,1.0M
ELYON,2021-10-20,,"500,000 .. 1,000,000","Bluehole Studio, Inc.",Kakao Games Europe B.V.,5.00E+05,1.00E+06,500.0K,1.0M
Death Trash,2021-08-05,19.99,"500,000 .. 1,000,000",Crafting Legends,Crafting Legends,5.00E+05,1.00E+06,500.0K,1.0M
Commandos: Behind Enemy Lines,1998-08-28,4.99,"500,000 .. 1,000,000",Pyro Studios,Kalypso Media Digital,5.00E+05,1.00E+06,500.0K,1.0M
Nine Parchments,2017-12-05,4.99,"500,000 .. 1,000,000",Frozenbyte,Frozenbyte,5.00E+05,1.00E+06,500.0K,1.0M
Zombie Driver HD,2012-10-17,9.99,"500,000 .. 1,000,000",Exor Studios,Exor Studios,5.00E+05,1.00E+06,500.0K,1.0M
Quake III Arena,1999-12-05,14.99,"500,000 .. 1,000,000",id Software,id Software,5.00E+05,1.00E+06,500.0K,1.0M
Wolfenstein 3D,2007-08-03,4.99,"500,000 .. 1,000,000",id Software,Bethesda Softworks,5.00E+05,1.00E+06,500.0K,1.0M
Juicy Realm,2018-05-03,4.99,"500,000 .. 1,000,000",SpaceCan,XD,5.00E+05,1.00E+06,500.0K,1.0M
Alien Shooter,2003-09-15,4.99,"500,000 .. 1,000,000",Sigma Team Inc.,Sigma Team Inc.,5.00E+05,1.00E+06,500.0K,1.0M
Bloody Trapland,2013-10-27,4.99,"500,000 .. 1,000,000",2Play,2Play,5.00E+05,1.00E+06,500.0K,1.0M
Receiver,2013-04-29,4.99,"500,000 .. 1,000,000",Wolfire Games,Wolfire Games,5.00E+05,1.00E+06,500.0K,1.0M
Ratz Instagib,2016-07-27,8.99,"500,000 .. 1,000,000",Lino Slahuschek,Rarebyte,5.00E+05,1.00E+06,500.0K,1.0M
BIT.TRIP RUNNER,2011-02-28,5.99,"500,000 .. 1,000,000",Gaijin Games,Gaijin Games,5.00E+05,1.00E+06,500.0K,1.0M
GRAV,2015-01-08,19.99,"500,000 .. 1,000,000","BitMonster, Inc.","BitMonster, Inc.",5.00E+05,1.00E+06,500.0K,1.0M
Tomb Raider I,2012-11-28,6.99,"500,000 .. 1,000,000",Core Design,Crystal Dynamics,5.00E+05,1.00E+06,500.0K,1.0M
Polarity,2014-11-04,12.99,"500,000 .. 1,000,000",Bluebutton Games,Bluebutton Games,5.00E+05,1.00E+06,500.0K,1.0M
Kingdoms of Amalur: Re-Reckoning,2020-09-08,39.99,"500,000 .. 1,000,000","KAIKO, Big Huge Games, 38 Studios",THQ Nordic,5.00E+05,1.00E+06,500.0K,1.0M
DEAD RISING,2016-09-12,19.99,"500,000 .. 1,000,000",Capcom,Capcom,5.00E+05,1.00E+06,500.0K,1.0M
Puyo PuyoTetris,2018-02-27,19.99,"500,000 .. 1,000,000","Sonic Team, Bitbaboon",SEGA,5.00E+05,1.00E+06,500.0K,1.0M
Intralism,2016-11-04,2.99,"500,000 .. 1,000,000",KHB-Soft,KHB-Soft,5.00E+05,1.00E+06,500.0K,1.0M
Yakuza 3 Remastered,2021-01-28,19.99,"500,000 .. 1,000,000",Ryu Ga Gotoku Studio,SEGA,5.00E+05,1.00E+06,500.0K,1.0M
The Wind Road,2020-07-09,29.99,"500,000 .. 1,000,000",甘肃嘉元数字科技有限公司,Phoenix Games,5.00E+05,1.00E+06,500.0K,1.0M
We Need To Go Deeper,2019-08-01,15.99,"500,000 .. 1,000,000",Deli Interactive LLC,Deli Interactive LLC,5.00E+05,1.00E+06,500.0K,1.0M
Last Year,2019-12-09,0.0,"500,000 .. 1,000,000",Undaunted Games,Undaunted Games,5.00E+05,1.00E+06,500.0K,1.0M
Home Sweet Home : Survive,2021-03-25,0.0,"500,000 .. 1,000,000","YGGDRAZIL GROUP PUBLIC CO.,LTD",Shift Now,5.00E+05,1.00E+06,500.0K,1.0M
Turbo Dismount,2014-05-21,9.99,"500,000 .. 1,000,000",Secret Exit Ltd.,Secret Exit Ltd.,5.00E+05,1.00E+06,500.0K,1.0M
Cultivation Tales,2022-04-14,19.99,"500,000 .. 1,000,000",Ac Games,Ac Games,5.00E+05,1.00E+06,500.0K,1.0M
"Cook, Serve, Delicious!",2013-10-08,9.99,"500,000 .. 1,000,000",Vertigo Gaming Inc.,Vertigo Gaming Inc.,5.00E+05,1.00E+06,500.0K,1.0M
LEGO STAR WARS: The Force Awakens,2016-06-27,19.99,"500,000 .. 1,000,000","Traveller's Tales, TT Games, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",5.00E+05,1.00E+06,500.0K,1.0M
Record of Lodoss War-Deedlit in Wonder Labyrinth-,2021-03-27,19.99,"500,000 .. 1,000,000","Team Ladybug, WSS playground","WSS playground, PLAYISM",5.00E+05,1.00E+06,500.0K,1.0M
Trine 3: The Artifacts of Power,2015-08-20,5.49,"500,000 .. 1,000,000",Frozenbyte,Frozenbyte,5.00E+05,1.00E+06,500.0K,1.0M
Eastern Exorcist,2021-07-07,17.99,"500,000 .. 1,000,000",Wildfire Game（无锡野火数字科技有限公司）,bilibili,5.00E+05,1.00E+06,500.0K,1.0M
Murder Miners,2014-07-25,2.99,"500,000 .. 1,000,000",JForce Games,JForce Games,5.00E+05,1.00E+06,500.0K,1.0M
LEGO MARVEL's Avengers,2016-01-26,19.99,"500,000 .. 1,000,000","Traveller's Tales, TT Games, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",5.00E+05,1.00E+06,500.0K,1.0M
Call of Duty: Modern Warfare Remastered (2017),2017-07-27,39.99,"500,000 .. 1,000,000","Raven Software, Beenox",Activision,5.00E+05,1.00E+06,500.0K,1.0M
Roboquest,2020-08-20,19.99,"500,000 .. 1,000,000",RyseUp Studios,RyseUp Studios,5.00E+05,1.00E+06,500.0K,1.0M
LEGO Batman 3: Beyond Gotham,2014-11-11,19.99,"500,000 .. 1,000,000",TT Games Ltd,WB Games,5.00E+05,1.00E+06,500.0K,1.0M
Dome Keeper,2022-09-27,17.99,"500,000 .. 1,000,000",Bippinbits,Raw Fury,5.00E+05,1.00E+06,500.0K,1.0M
ZERO Sievert,2022-11-15,19.99,"500,000 .. 1,000,000",CABO Studio,Modern Wolf,5.00E+05,1.00E+06,500.0K,1.0M
Overgrowth,2017-10-16,19.99,"500,000 .. 1,000,000",Wolfire Games,Wolfire Games,5.00E+05,1.00E+06,500.0K,1.0M
Onward,2016-08-29,24.99,"500,000 .. 1,000,000",Downpour Interactive,Downpour Interactive,5.00E+05,1.00E+06,500.0K,1.0M
Castlevania: Lords of Shadow – Ultimate Edition,2013-08-27,29.99,"500,000 .. 1,000,000","MercurySteam, Climax Studios",Konami Digital Entertainment,5.00E+05,1.00E+06,500.0K,1.0M
Dark and Light,2017-07-20,17.99,"500,000 .. 1,000,000",Snail Games USA,Snail Games USA,5.00E+05,1.00E+06,500.0K,1.0M
Crawl,2017-04-11,14.99,"500,000 .. 1,000,000",Powerhoof,Powerhoof,5.00E+05,1.00E+06,500.0K,1.0M
E.Y.E: Divine Cybermancy,2011-07-29,9.99,"500,000 .. 1,000,000",Streum On Studio,Streum On Studio,5.00E+05,1.00E+06,500.0K,1.0M
灵魂筹码 Soul at Stake,2018-06-25,17.99,"500,000 .. 1,000,000",Chongming Studio,Chongming Studio,5.00E+05,1.00E+06,500.0K,1.0M
Next Day: Survival,2018-05-21,9.99,"500,000 .. 1,000,000",SOFF Games,Last Level,5.00E+05,1.00E+06,500.0K,1.0M
Naval Action,2019-06-13,0.0,"500,000 .. 1,000,000",Game-Labs,Game-Labs,5.00E+05,1.00E+06,500.0K,1.0M
Magicite,2014-06-09,9.99,"500,000 .. 1,000,000",SmashGames,SmashGames,5.00E+05,1.00E+06,500.0K,1.0M
Out There Somewhere,2016-03-14,0.99,"500,000 .. 1,000,000",MiniBoss,Senpai Studios,5.00E+05,1.00E+06,500.0K,1.0M
Never Alone (Kisima Ingitchuna),2014-11-18,14.99,"500,000 .. 1,000,000","Upper One Games, E-Line Media",E-Line Media,5.00E+05,1.00E+06,500.0K,1.0M
Rebel Galaxy,2015-10-20,19.99,"500,000 .. 1,000,000",Double Damage Games,Double Damage Games,5.00E+05,1.00E+06,500.0K,1.0M
Sniper Ghost Warrior Contracts 2,2021-06-04,39.99,"500,000 .. 1,000,000",Underdog Studio,CI Games,5.00E+05,1.00E+06,500.0K,1.0M
Minecraft Dungeons,2021-09-22,19.99,"500,000 .. 1,000,000","Mojang Studios, ‪Double Eleven",Xbox Game Studios,5.00E+05,1.00E+06,500.0K,1.0M
SIGNALIS,2022-10-27,19.99,"500,000 .. 1,000,000",rose-engine,"Humble Games, PLAYISM",5.00E+05,1.00E+06,500.0K,1.0M
Primal Carnage: Extinction,2015-04-03,12.99,"500,000 .. 1,000,000","Circle Five Studios, Pub Games",Circle Five Publishing,5.00E+05,1.00E+06,500.0K,1.0M
METAL SLUG 3,2014-02-14,7.99,"500,000 .. 1,000,000","SNK CORPORATION, Dotemu",SNK CORPORATION,5.00E+05,1.00E+06,500.0K,1.0M
Kao the Kangaroo: Round 2 (2003 re-release),2019-06-01,1.99,"500,000 .. 1,000,000",Tate Multimedia,Tate Multimedia,5.00E+05,1.00E+06,500.0K,1.0M
Heroes of Hammerwatch,2018-03-01,11.99,"500,000 .. 1,000,000",Crackshell,"Crackshell, Surefire.Games",5.00E+05,1.00E+06,500.0K,1.0M
One Piece Pirate Warriors 3,2015-08-27,39.99,"500,000 .. 1,000,000","KOEI TECMO GAMES CO., LTD.",BANDAI NAMCO Entertainment,5.00E+05,1.00E+06,500.0K,1.0M
Bad North: Jotunn Edition,2018-11-16,14.99,"500,000 .. 1,000,000","Plausible Concept, Oskar Stålberg",Raw Fury,5.00E+05,1.00E+06,500.0K,1.0M
Dungreed,2018-02-14,9.99,"500,000 .. 1,000,000",TEAM HORAY,TEAM HORAY,5.00E+05,1.00E+06,500.0K,1.0M
Devil May Cry HD Collection,2018-03-13,29.99,"500,000 .. 1,000,000","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",5.00E+05,1.00E+06,500.0K,1.0M
The Walking Dead: Saints & Sinners,2020-01-23,39.99,"500,000 .. 1,000,000",Skydance Interactive,Skydance Interactive,5.00E+05,1.00E+06,500.0K,1.0M
Kingdom Heroes 8,2021-01-12,29.99,"500,000 .. 1,000,000","USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.",5.00E+05,1.00E+06,500.0K,1.0M
Post Void,2020-08-06,2.99,"500,000 .. 1,000,000",YCJY Games,YCJY Games,5.00E+05,1.00E+06,500.0K,1.0M
Chronicon,2020-08-21,13.99,"500,000 .. 1,000,000",Subworld,Subworld,5.00E+05,1.00E+06,500.0K,1.0M
CastleMiner Z,2011-11-09,3.99,"500,000 .. 1,000,000",DigitalDNA Games LLC,DigitalDNA Games LLC,5.00E+05,1.00E+06,500.0K,1.0M
Exanima,2015-04-29,14.99,"500,000 .. 1,000,000",Bare Mettle Entertainment,Bare Mettle Entertainment,5.00E+05,1.00E+06,500.0K,1.0M
Resident Evil 0,2016-01-19,19.99,"500,000 .. 1,000,000","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",5.00E+05,1.00E+06,500.0K,1.0M
The Mean Greens - Plastic Warfare,2015-12-08,9.99,"500,000 .. 1,000,000","Virtual Basement LLC, Code Headquarters LLC",Virtual Basement LLC,5.00E+05,1.00E+06,500.0K,1.0M
War of Rights,2018-12-03,29.99,"500,000 .. 1,000,000",Campfire Games,Campfire Games,5.00E+05,1.00E+06,500.0K,1.0M
Labyrinthine,2020-10-28,9.99,"500,000 .. 1,000,000",Valko Game Studios,Valko Game Studios,5.00E+05,1.00E+06,500.0K,1.0M
Freeman: Guerrilla Warfare,2018-02-01,24.99,"500,000 .. 1,000,000",KK Game Studio,KK Game Studio,5.00E+05,1.00E+06,500.0K,1.0M
GUILTY GEAR Xrd REV 2,2016-12-14,29.99,"500,000 .. 1,000,000",Arc System Works,Arc System Works,5.00E+05,1.00E+06,500.0K,1.0M
Door Kickers: Action Squad,2018-09-10,13.99,"500,000 .. 1,000,000","PixelShard, KillHouse Games",KillHouse Games,5.00E+05,1.00E+06,500.0K,1.0M
THE KING OF FIGHTERS XIII STEAM EDITION,2013-09-13,19.99,"500,000 .. 1,000,000",SNK CORPORATION,SNK CORPORATION,5.00E+05,1.00E+06,500.0K,1.0M
Hand Simulator: Survival,2019-12-17,1.99,"500,000 .. 1,000,000",HFM Games,HFM Games,5.00E+05,1.00E+06,500.0K,1.0M
State of Decay: YOSE,2015-04-27,19.99,"500,000 .. 1,000,000",Undead Labs,Xbox Game Studios,5.00E+05,1.00E+06,500.0K,1.0M
In Silence,2021-10-29,6.99,"500,000 .. 1,000,000",Ravenhood Games,Ravenhood Games,5.00E+05,1.00E+06,500.0K,1.0M
Destroy All Humans!,2020-07-28,29.99,"500,000 .. 1,000,000","Black Forest Games, Pandemic Studios",THQ Nordic,5.00E+05,1.00E+06,500.0K,1.0M
Jump King,2019-05-03,12.99,"500,000 .. 1,000,000",Nexile,Nexile,5.00E+05,1.00E+06,500.0K,1.0M
A Total War Saga: THRONES OF BRITANNIA,2018-05-02,39.99,"500,000 .. 1,000,000","CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",5.00E+05,1.00E+06,500.0K,1.0M
Shotgun Farmers: Grow Your Guns,2019-03-08,9.99,"500,000 .. 1,000,000",Megastorm Games,Megastorm Games,5.00E+05,1.00E+06,500.0K,1.0M
Ultimate Epic Battle Simulator,2017-04-12,14.99,"500,000 .. 1,000,000",Brilliant Game Studios,Brilliant Game Studios,5.00E+05,1.00E+06,500.0K,1.0M
Road Redemption,2019-10-07,19.99,"500,000 .. 1,000,000","Fish Factory Games, Pixel Dash Studios",Tripwire Presents,5.00E+05,1.00E+06,500.0K,1.0M
Metal: Hellsinger,2022-09-15,29.99,"500,000 .. 1,000,000",The Outsiders,Funcom,5.00E+05,1.00E+06,500.0K,1.0M
FIVE NIGHTS AT FREDDY'S: HELP WANTED,2019-05-28,29.99,"500,000 .. 1,000,000",Steel Wool Studios,ScottGames,5.00E+05,1.00E+06,500.0K,1.0M
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,2015-09-02,0.99,"500,000 .. 1,000,000",marbenx,marbenx,5.00E+05,1.00E+06,500.0K,1.0M
RWBY: Grimm Eclipse,2016-07-05,19.99,"500,000 .. 1,000,000",Rooster Teeth Games,Rooster Teeth Games,5.00E+05,1.00E+06,500.0K,1.0M
Bloons TD 5,2014-11-19,9.99,"500,000 .. 1,000,000",Ninja Kiwi,Ninja Kiwi,5.00E+05,1.00E+06,500.0K,1.0M
BATTALION 1944,2019-05-23,0.0,"500,000 .. 1,000,000",BULKHEAD,BULKHEAD,5.00E+05,1.00E+06,500.0K,1.0M
Cruelty Squad,2021-06-15,19.99,"500,000 .. 1,000,000",Consumer Softproducts,Consumer Softproducts,5.00E+05,1.00E+06,500.0K,1.0M
Feed and Grow: Fish,2016-01-08,14.99,"500,000 .. 1,000,000",Old B1ood,Greens s.r.o.,5.00E+05,1.00E+06,500.0K,1.0M
Superflight,2017-11-08,2.99,"500,000 .. 1,000,000",GrizzlyGames,GrizzlyGames,5.00E+05,1.00E+06,500.0K,1.0M
Need for Speed,2016-03-15,29.99,"500,000 .. 1,000,000",Ghost Games,Electronic Arts,5.00E+05,1.00E+06,500.0K,1.0M
Avorion,2020-03-09,24.99,"500,000 .. 1,000,000",Boxelware,Boxelware,5.00E+05,1.00E+06,500.0K,1.0M
Timberman,2015-09-18,0.99,"500,000 .. 1,000,000",Digital Melody,Forever Entertainment S. A.,5.00E+05,1.00E+06,500.0K,1.0M
"Flashing Lights - Police, Firefighting, Emergency Services Simulator",2018-06-07,24.99,"500,000 .. 1,000,000",Nils Jakrins,Excalibur Games,5.00E+05,1.00E+06,500.0K,1.0M
Sword and Fairy 7,2021-10-21,20.99,"500,000 .. 1,000,000","Softstar Technology (Beijing) Co., Ltd","CubeGame, Softstar Technology (Beijing) Co., Ltd",5.00E+05,1.00E+06,500.0K,1.0M
Marauders,2022-10-03,29.99,"500,000 .. 1,000,000",Small Impact Games,Team17,5.00E+05,1.00E+06,500.0K,1.0M
Serious Sam 4,2020-09-24,10.0,"500,000 .. 1,000,000",Croteam,Devolver Digital,5.00E+05,1.00E+06,500.0K,1.0M
SYNTHETIK: Legion Rising,2018-03-15,19.99,"500,000 .. 1,000,000",Flow Fire Games,"Flow Fire Games, WhisperGames",5.00E+05,1.00E+06,500.0K,1.0M
Planetary Annihilation: TITANS,2015-08-18,2.99,"500,000 .. 1,000,000",Planetary Annihilation Inc,Planetary Annihilation Inc,5.00E+05,1.00E+06,500.0K,1.0M
World War Z,2021-09-21,29.99,"500,000 .. 1,000,000",Saber Interactive Inc,Saber Interactive Inc,5.00E+05,1.00E+06,500.0K,1.0M
Valkyria Chronicles,2014-11-11,19.99,"500,000 .. 1,000,000",SEGA,SEGA,5.00E+05,1.00E+06,500.0K,1.0M
MADNESS: Project Nexus,2021-09-29,24.99,"500,000 .. 1,000,000","GIBBING TREE, LLC","GIBBING TREE, LLC",5.00E+05,1.00E+06,500.0K,1.0M
Propnight,2021-12-01,9.99,"500,000 .. 1,000,000",FNTASTIC,Mytona Fntastic,5.00E+05,1.00E+06,500.0K,1.0M
She Will Punish Them,2020-04-29,15.99,"500,000 .. 1,000,000",L2 Games,L2 Games,5.00E+05,1.00E+06,500.0K,1.0M
Ultra Street Fighter IV,2014-08-07,14.99,"500,000 .. 1,000,000",Capcom,Capcom,5.00E+05,1.00E+06,500.0K,1.0M
PlateUp!,2022-08-04,17.99,"500,000 .. 1,000,000",It's happening,Yogscast Games,5.00E+05,1.00E+06,500.0K,1.0M
Wobbly Life,2020-07-08,13.99,"500,000 .. 1,000,000",RubberBandGames,RubberBandGames,5.00E+05,1.00E+06,500.0K,1.0M
Touhou Luna Nights,2019-02-25,17.99,"500,000 .. 1,000,000","Team Ladybug, WSS playground, Vaka Game Magazine","WSS playground, PLAYISM",5.00E+05,1.00E+06,500.0K,1.0M
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,2020-06-23,29.99,"500,000 .. 1,000,000",Purple Lamp,THQ Nordic,5.00E+05,1.00E+06,500.0K,1.0M
Craftopia,2020-09-04,24.99,"500,000 .. 1,000,000",Pocketpair,Pocketpair,5.00E+05,1.00E+06,500.0K,1.0M
Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,2021-10-15,59.99,"500,000 .. 1,000,000",CyberConnect2,SEGA,5.00E+05,1.00E+06,500.0K,1.0M
ASTLIBRA Revision,2022-10-13,21.24,"500,000 .. 1,000,000",KEIZO,WhisperGames,5.00E+05,1.00E+06,500.0K,1.0M
Secret Neighbor: Hello Neighbor Multiplayer,2019-10-24,19.99,"500,000 .. 1,000,000","Hologryph, Eerie Guest Studios",tinyBuild,5.00E+05,1.00E+06,500.0K,1.0M
Trailmakers,2019-09-18,24.99,"500,000 .. 1,000,000",Flashbulb,Flashbulb,5.00E+05,1.00E+06,500.0K,1.0M
Last Oasis,2020-03-26,29.99,"500,000 .. 1,000,000",Donkey Crew,Donkey Crew,5.00E+05,1.00E+06,500.0K,1.0M
Witch It,2020-10-22,19.99,"500,000 .. 1,000,000",Barrel Roll Games,Daedalic Entertainment,5.00E+05,1.00E+06,500.0K,1.0M
Post Scriptum,2018-08-09,29.99,"500,000 .. 1,000,000",Periscope Games,Offworld Industries,5.00E+05,1.00E+06,500.0K,1.0M
Sonic Adventure 2,2012-11-19,9.99,"500,000 .. 1,000,000",SEGA,SEGA,5.00E+05,1.00E+06,500.0K,1.0M
